121.4560715,31.02611741
121.4560709,31.02611758
121.4560769,31.02611591
121.4560814,31.02612141
121.4560842,31.02612424
121.4560879,31.02612941
121.456092,31.02613358
121.4561002,31.02612991
121.4561055,31.02612858
121.4561082,31.02612624
121.4561082,31.02612758
121.4561074,31.02612458
121.4561015,31.02612474
121.4561042,31.02612474
121.4561062,31.02612474
121.456104,31.02612691
121.4561055,31.02612974
121.4561029,31.02612691
121.4560994,31.02612374
121.4560979,31.02612074
121.4560925,31.02611774
121.4560922,31.02611541
121.4560912,31.02611524
121.4560919,31.02611508
121.4560912,31.02611374
121.4560929,31.02611408
121.45609,31.02611258
121.4560875,31.02611158
121.4560835,31.02611041
121.4560819,31.02611091
121.4560824,31.02610908
121.456084,31.02611108
121.4560862,31.02611524
121.456089,31.02611774
121.4560892,31.02611741
121.4560887,31.02611724
121.4560919,31.02612408
121.4560937,31.02612891
121.4560897,31.02612524
121.4562384,31.02601324
121.4567624,31.02602741
121.4570819,31.02611024
121.4569344,31.02634258
121.4573444,31.02643474
121.458031,31.02644258
121.4590242,31.02649091
121.460497,31.02666991
121.4620604,31.02703024
121.4629317,31.02732991
121.4637494,31.02773274
121.4631872,31.02830858
121.461906,31.02889808
121.4608318,31.02940283
121.4609814,31.0299705
121.4610943,31.030681
121.4615348,31.03093783
121.4626678,31.03127933
121.4643284,31.03174683
121.4660267,31.03203853
121.4665044,31.03216853
121.4665396,31.03218169
121.4665361,31.03218403
121.4665376,31.03218686
121.4665369,31.03218903
121.4665397,31.03218953
121.4666974,31.03223169
121.4676017,31.03249736
121.4690752,31.03291569
121.4707866,31.03339153
121.4726814,31.03387186
121.4747082,31.03442853
121.4763133,31.03467589
121.4764776,31.03565006
121.47628,31.03689172
121.4760638,31.03824972
121.4759137,31.03944215
121.4757172,31.04068515
121.4755406,31.04181365
121.4753361,31.04311315
121.4751827,31.04414432
121.4750646,31.04484099
121.4750604,31.04494632
121.4750506,31.04514799
121.4749952,31.04556765
121.4749039,31.04642249
121.4748102,31.04738599
121.4747572,31.04785882
121.4747534,31.04787832
121.4747459,31.04788982
121.4747494,31.04789832
121.4747477,31.04790199
121.4747482,31.04790999
121.4747517,31.04792049
121.4746771,31.04832382
121.4744586,31.04916891
121.4743129,31.04971341
121.4740893,31.05047725
121.4737991,31.05145025
121.4734691,31.05263125
121.4731373,31.05394441
121.4729759,31.05459991
121.4729344,31.05476441
121.4729084,31.05487325
121.4728744,31.05507225
121.4728564,31.05515475
121.4728601,31.05517975
121.4728596,31.05519925
121.4728326,31.05528475
121.4731623,31.05561808
121.4744241,31.05580925
121.4759811,31.05604725
121.4776354,31.05605584
121.4793714,31.05619734
121.4810589,31.05632484
121.4824854,31.05650367
121.4837438,31.05665267
121.4850766,31.05643601
121.4863368,31.05636354
